Text,Emotion,Intensity,Clean_Text
Some Erykah Badu to sedate me ðŸ’•,sadness,0.375,erykah badu sedate
"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey",sadness,0.375,practically obsess thought departure make feel melancholic grateful safe journey
Don't get discouraged when simple minds don't see your vision,sadness,0.375,discourage simple mind vision
#ThankYouCGI - Do not grow weary in doing good. #CGI2016,sadness,0.375,grow weary good
@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,sadness,0.369,pay responsible doing
I'm too sober time to get shit faced,sadness,0.36,sober time shit face
I don't want perfect. It's too boring and dull.,sadness,0.36,want perfect boring dull
@LacesUntied_ yea lol catchy you fret,sadness,0.358,yea lol catchy fret
@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,sadness,0.355,pedal like nutter remember sedate
"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.",sadness,0.354,aqw stay art style competition create detailed art time
"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'",sadness,0.354,pop joyless soulless toy look nearly identical perfect expression consumerism enjoy franchise
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness,0.354,hakyeon take attention happily perch wonshik shoulder sulk jaehwan accidentally cause tiny explosion
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost,sadness,0.354,air radio film lot fan pond
there are #serious #chinks in #Indiaâ€™s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer,sadness,0.354,
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness,0.354,know man assume heated argument penis
Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,sadness,0.354,standard candice start pout
@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley,sadness,0.354,shall weekend amp
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",sadness,0.354,think swallow swift go night ago see
@patthemanager how could I work with @chancetherapper . ? #serious,sadness,0.354,work
@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it,sadness,0.354,tell pine want
Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. â€• Mark Twain,sadness,0.354,rejoice birth grieve funeral person involve â mark twain
Now they fret about scuffs. Iâ€™ll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any day.,sadness,0.354,fret scuffs iâ ll scuffs whichâ come phone use wet hand drop toilet day
So @JeffProbst those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles,sadness,0.354,bear generation gen tribe ha sole
@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,sadness,0.354,maybe constipation issue know date relieve affliction way jose
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris,sadness,0.354,regret thing temper time regret thing inconsolable sydney harris
Learning how to use twitter #lost,sadness,0.354,learn use twitter
"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",sadness,0.354,yeah figure ornament way want spektar desolate gear think right
Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh,sadness,0.354,corbyn lose walk cry corbyn supporter mourn laugh laugh
@Netflix_ME penny dreadful season 3?,sadness,0.354,penny dreadful season
#Always #borrow #money from a #pessimist. He won't #expect it #back.,sadness,0.354,will
"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",sadness,0.354,pawn red woman game try fret act amiss royal
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next ðŸ™ƒ",sadness,0.354,lol senior year early dismal work study boss know happen ðÿ
In serious need of a nap,sadness,0.354,need nap
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness,0.354,aw problem feel like speak felt want overcome discourage
@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,sadness,0.354,find episode bojack incredibly funny get funny stay
"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",sadness,0.354,know pretend sad angelina brad know dumb ass stay jennifer
@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness,0.351,pine nut chestnut peanut wait wrong film
"Never switched up, stayed down this the same person since day one.",sadness,0.347,switch stay person day
Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful,sadness,0.343,grow weary good lasting legacy
And with rich Fumes his sullen sences cheer'd.,sadness,0.342,rich fume sullen sence
I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor,sadness,0.34,tell chiropractor good time long time question habit unnerved doctor
"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",sadness,0.333,decode blue get blue
First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family,sadness,0.333,weekend fall let stay disciplined season goal
Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights,sadness,0.333,talk
"@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/",sadness,0.333,far know dull reply survivor member like
@BookOfKaells @quennell3_ no blues?!,sadness,0.333,blue
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness,0.333,lord amp saviour harambe pray bless ape solemn oath pardon sympathetic hominid
"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",sadness,0.333,attract maybe pessimist wanna chance lol wait relocate
Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on,sadness,0.333,bro pine green forget not mediumpurple pickere light
@JonathanHatfull Iâ€™ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses.,sadness,0.333,iâ ll look forward hope lot stetson tilt rueful look whiskey glass
thereâ€™s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan,sadness,0.333,thereâ s shaytan room wallahi dark time lamp omg shaytan
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",sadness,0.333,heart leave long pout turn kid
@Bietron ðŸ¤“ dont be sad.. btw good night davina..go sleep larh..,sadness,0.333,ðÿ not sad btw good night davina sleep larh
Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,sadness,0.333,refuge recovery boston wed pm
More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,sadness,0.333,bring
Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta,sadness,0.333,sausage pasta sink eat sausage tiny bit leftover pasta
"@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can, like maybe they can teach me their ways.",sadness,0.333,respect man pull bun well like maybe teach way
"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.",sadness,0.333,transparency openness dull sell fan group want verb like buy defend building securing
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,sadness,0.333,notice story recent day paint positive accomplishment trump challenge hillary
No quite sure how Craig Gordon's stayed on the park there !!,sadness,0.333,sure craig gordon stay park
@courtneymee I'm 3 days sober don't wanna ruin it,sadness,0.333,day sober wanna ruin
I wanna see you smile I don't wanna see you make a frown,sadness,0.333,wanna smile wanna frown
